temperature,model,decoder,parameter,wcs,covered_words,total_words,audit_path
1.0,Qwen/Qwen3.5-9B-Base,top_p,0.8,0.36,360,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,top_p,0.85,0.417,417,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,top_p,0.9,0.492,492,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,top_p,0.95,0.59,590,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,top_p,0.99,0.729,729,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.01,0.544,544,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.02,0.481,481,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.03,0.445,445,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.04,0.416,416,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.05,0.383,383,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.06,0.368,368,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.07,0.347,347,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.08,0.334,334,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.09,0.321,321,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,Qwen/Qwen3.5-9B-Base,min_p,0.1,0.307,307,1000,results/english_pg19_predictions/audit.qwen35-9b-base.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,1.0,0.084,84,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,2.0,0.143,143,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,3.0,0.171,171,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,4.0,0.204,204,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,5.0,0.223,223,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,6.0,0.251,251,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,7.0,0.27,270,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,8.0,0.283,283,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,9.0,0.302,302,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,10.0,0.307,307,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,11.0,0.315,315,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,12.0,0.324,324,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,13.0,0.335,335,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,14.0,0.349,349,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,15.0,0.358,358,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,16.0,0.369,369,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,17.0,0.38,380,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,18.0,0.386,386,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,19.0,0.391,391,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,20.0,0.398,398,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,21.0,0.403,403,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,22.0,0.404,404,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,23.0,0.416,416,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,24.0,0.426,426,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,25.0,0.432,432,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,26.0,0.438,438,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,27.0,0.439,439,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,28.0,0.445,445,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,29.0,0.449,449,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,30.0,0.455,455,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,31.0,0.457,457,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,32.0,0.462,462,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,33.0,0.468,468,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,34.0,0.47,470,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,35.0,0.472,472,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,36.0,0.475,475,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,37.0,0.48,480,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,38.0,0.483,483,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,39.0,0.487,487,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,40.0,0.49,490,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,41.0,0.494,494,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,42.0,0.496,496,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,43.0,0.503,503,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,44.0,0.506,506,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,45.0,0.51,510,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,46.0,0.512,512,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,47.0,0.516,516,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,48.0,0.52,520,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,49.0,0.522,522,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,50.0,0.526,526,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,51.0,0.528,528,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,52.0,0.532,532,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,53.0,0.533,533,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,54.0,0.535,535,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,55.0,0.535,535,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,56.0,0.538,538,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,57.0,0.539,539,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,58.0,0.541,541,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,59.0,0.542,542,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,60.0,0.545,545,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,61.0,0.548,548,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,62.0,0.548,548,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,63.0,0.55,550,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,64.0,0.55,550,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,65.0,0.554,554,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,66.0,0.557,557,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,67.0,0.56,560,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,68.0,0.562,562,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,69.0,0.564,564,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,70.0,0.565,565,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,71.0,0.568,568,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,72.0,0.571,571,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,73.0,0.576,576,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,74.0,0.578,578,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,75.0,0.581,581,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,76.0,0.582,582,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,77.0,0.583,583,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,78.0,0.585,585,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,79.0,0.586,586,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,80.0,0.586,586,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,81.0,0.586,586,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,82.0,0.587,587,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,83.0,0.587,587,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,84.0,0.589,589,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,85.0,0.59,590,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,86.0,0.59,590,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,87.0,0.594,594,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,88.0,0.597,597,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,89.0,0.597,597,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,90.0,0.6,600,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,91.0,0.602,602,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,92.0,0.602,602,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,93.0,0.602,602,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,94.0,0.603,603,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,95.0,0.607,607,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,96.0,0.609,609,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,97.0,0.609,609,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,98.0,0.61,610,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,99.0,0.612,612,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_k,100.0,0.614,614,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.5,0.053,53,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.55,0.064,64,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.6,0.08,80,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.65,0.1,100,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.7,0.113,113,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.75,0.138,138,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.8,0.156,156,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.85,0.192,192,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.9,0.245,245,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.95,0.361,361,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,top_p,0.99,0.555,555,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.01,0.376,376,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.02,0.32,320,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.03,0.284,284,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.04,0.254,254,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.05,0.236,236,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.06,0.229,229,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.07,0.221,221,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.08,0.218,218,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.09,0.213,213,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,min_p,0.1,0.203,203,1000,results/english_pg19_predictions/audit.deepseek-qwen14b-distill.jsonl
1.0,google/gemma-2-9b,top_k,1.0,0.01,10,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,2.0,0.012,12,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,3.0,0.012,12,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,4.0,0.014,14,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,5.0,0.015,15,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,6.0,0.018,18,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,7.0,0.019,19,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,8.0,0.021,21,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,9.0,0.024,24,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,10.0,0.025,25,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,11.0,0.027,27,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,12.0,0.028,28,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,13.0,0.032,32,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,14.0,0.032,32,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,15.0,0.033,33,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,16.0,0.033,33,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,17.0,0.035,35,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,18.0,0.035,35,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,19.0,0.036,36,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,20.0,0.037,37,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,21.0,0.038,38,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,22.0,0.039,39,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,23.0,0.041,41,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,24.0,0.042,42,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,25.0,0.043,43,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,26.0,0.045,45,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,27.0,0.047,47,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,28.0,0.048,48,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,29.0,0.049,49,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,30.0,0.05,50,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,31.0,0.05,50,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,32.0,0.05,50,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,33.0,0.052,52,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,34.0,0.053,53,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,35.0,0.053,53,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,36.0,0.054,54,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,37.0,0.054,54,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,38.0,0.054,54,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,39.0,0.054,54,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,40.0,0.054,54,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,41.0,0.055,55,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
1.0,google/gemma-2-9b,top_k,42.0,0.055,55,1000,results/english_pg19_predictions/audit.gemma2-9b-base.jsonl
